window,flow_count,flow_duration_mean,fwd_packets_mean,bwd_packets_mean,fwd_bytes_sum,bwd_bytes_sum,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_mean,bwd_iat_mean,syn_count,ack_count,rst_count,fin_count,psh_fwd_count,psh_bwd_count,urg_fwd_count,urg_bwd_count,packet_length_mean,packet_length_std,packets_per_second,bytes_per_second,down_up_ratio,active_mean,active_std,idle_mean,idle_std,infiltration_label,packet_count,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,ttl_mean,ttl_std,tcp_window_mean,tcp_window_std,payload_mean,payload_sum,payload_max,fragmented_packets,window_start_sec
235,1295,12840759.374517374,4.6694980694980694,4.04942084942085,391554,1822314,989418.6854460163,1345899.6341843484,65141456,0,1499889.407381527,1064057.4200783898,123,362,311,10,123,0,0,0,79.86781304169297,109.4396789884864,,,0.5644787644787644,264582.99669949146,98893.74504737367,4472926.716659453,337228.6036912119,0,,,,,,,,,,,,,,14100
236,879,16781541.675767917,6.161547212741752,6.234357224118316,411429,3072818,1540582.3585666744,1432962.2959811143,99500000,0,2177264.543486795,1246197.1861825439,37,152,283,4,37,0,0,0,117.58475399763083,156.4464328077711,,,0.6097838452787259,333280.4098394936,114909.59933233433,4850222.639202001,107787.44155499195,0,,,,,,,,,,,,,,14160
237,693,13241663.546897547,4.510822510822511,3.632034632034632,217037,687274,1540665.6164366412,1684040.9685765961,74226349,0,1928749.0557650244,1010206.1148604162,35,213,134,4,35,0,0,0,68.34744476852265,94.73367776115829,,,0.5786435786435786,388101.3337872523,177955.71410070555,5372477.30017567,96549.11118005613,0,,,,,,,,,,,,,,14220
238,1975,15565072.864810126,5.213164556962026,6.020759493670886,674290,7225823,974561.427856285,1214946.8683409158,91400000,0,1457008.3527673301,926696.5512377627,123,310,435,12,123,0,0,0,90.33629604611484,114.27949192805539,,,0.7473417721518988,175672.84882294363,88818.49759069236,4305832.357290661,238934.79681785806,0,,,,,,,,,,,,,,14280
239,648,12078673.359567901,4.270061728395062,3.6358024691358026,219684,573902,1839513.481731879,1034337.5182347634,59940077,0,2247810.1932843355,846273.3250999869,52,211,152,4,52,0,0,0,73.13855870363194,105.51560792525709,,,0.558641975308642,166179.3654828833,55050.49522224971,4348861.302683735,245936.19236376477,0,,,,,,,,,,,,,,14340
240,512,12614457.8359375,5.40234375,3.677734375,220382,356808,1005764.8053822604,1322859.763106574,59936453,0,1461802.0809933424,1114528.135029078,41,249,68,12,41,0,0,0,59.017024444213085,82.12465612863046,,,0.50390625,887178.5358989012,250863.06162175947,3897783.918550091,374902.39298192656,0,,,,,,,,,,,,,,14400
241,1138,16132581.296133569,5.490333919156415,6.041300527240773,509293,5071337,1598342.7580903987,1321356.8299512728,59763225,0,2121325.457493839,977094.9013651297,93,265,259,5,93,0,0,0,90.62936313846231,100.63947947275896,,,0.6423550087873462,75950.52850651312,30837.087773795207,4252684.213036285,238278.2976586494,0,,,,,,,,,,,,,,14460
242,560,11750952.655357143,4.0375,3.069642857142857,186846,257364,1087929.024708653,1233114.7737088401,59936378,0,1566581.0896332448,1013091.2794927993,27,146,83,4,27,0,0,0,56.89732417699393,69.13850107054215,,626107.409556901,0.6714285714285714,622971.8887098016,300888.81799942395,3643731.79313389,269296.9503841481,0,,,,,,,,,,,,,,14520
243,935,13538382.496256685,4.048128342245989,3.593582887700535,255303,960400,900810.4381082202,1686453.3405312784,59816805,0,1441276.6746776174,1015274.6731426662,53,188,179,5,53,0,0,0,81.09666281003882,104.30933890479274,,,0.7197860962566844,180394.8353871609,124046.49870921923,5522613.047299919,344337.11818993214,0,,,,,,,,,,,,,,14580
244,342,14914424.587719299,4.862573099415204,2.8684210526315788,136033,151881,3827295.647516938,1006390.7091222202,59936344,0,4148936.8806866817,873336.4225283336,46,132,32,8,46,0,0,0,51.16685135358392,68.27764531859883,,1461980.7408797513,0.3304093567251462,709051.4122092874,600087.316011812,5666297.3942536265,248495.60399321644,0,,,,,,,,,,,,,,14640
245,267,14034552.876404494,5.123595505617978,4.202247191011236,106700,324824,1987047.9269057487,1205686.9026006765,59838994,0,2536219.295188364,1236579.6278722226,20,81,38,2,20,0,0,0,77.39946461950113,117.35141247146142,,35092.41290367571,0.49063670411985016,302210.2559548311,293482.3455805014,4901806.7188688,130912.71150509517,0,,,,,,,,,,,,,,14700
246,533,10593202.630393997,4.50844277673546,3.1613508442776737,213695,323900,1339214.623429668,1013270.9717716591,108209598,0,1893731.4624660995,1118172.46426965,44,132,70,4,44,0,0,0,66.23135491543921,77.26842645134747,,,0.5422138836772983,703309.6972285435,105963.11716213771,2749838.899997969,238167.00940466495,0,,,,,,,,,,,,,,14760
247,319,18505926.836990595,5.156739811912225,3.981191222570533,129746,278393,3436856.492678504,1525490.520221038,62944826,0,4043867.951261876,1438087.3030871234,19,87,48,0,19,0,0,0,66.59402411139686,97.53698350125454,,,0.4169278996865204,636490.7254878825,114043.98618498853,6327690.433671749,460317.88633403217,0,,,,,,,,,,,,,,14820
248,450,14610334.731111111,5.0777777777777775,4.528888888888889,192317,724388,1440268.9646212086,1412089.9838798044,93500000,0,2178676.9664058834,1456644.7749224377,7,78,67,2,7,0,0,0,79.20928132998644,97.45109338216555,,,0.6266666666666667,679135.5216142437,210835.823960493,4434509.456769322,685123.6226959026,0,,,,,,,,,,,,,,14880
249,485,12034809.7814433,4.484536082474227,4.536082474226804,159447,1138960,1432863.2096498217,1250888.6875100143,59900000,0,1947949.7938811136,789643.732061221,31,131,97,0,31,0,0,0,81.68352686604432,110.7570810085798,,,0.5608247422680412,272833.4419363965,204186.04945299448,4534939.176599225,488290.1922907965,0,,,,,,,,,,,,,,14940
250,514,15217915.955252917,4.2587548638132295,3.2042801556420235,173622,315276,2407011.7123838915,1419987.6048330404,61600000,0,2920148.250501258,1380898.2721489263,25,91,66,2,25,0,0,0,71.66502738351673,89.64240513812335,,,0.6575875486381323,714654.9810138469,160687.51063037317,5655294.35890239,520676.13367974176,0,,,,,,,,,,,,,,15000
251,280,14926744.746428572,4.521428571428571,3.857142857142857,114265,202429,2078040.7605766268,2243498.503081787,76200000,0,3103617.86189218,1515075.8744362888,23,65,46,0,23,0,0,0,79.38184232939535,113.49544185168571,40543.390969305045,243209.0713554949,0.5785714285714286,200243.86317584777,113811.63828464963,6022053.082244733,1153858.9730444904,0,,,,,,,,,,,,,,15060
252,881,18716440.45629966,5.552780930760499,5.018161180476731,364239,1441920,1478878.389407596,1850094.3878366929,69600000,0,2061409.9717514066,1425379.8746908922,86,154,219,4,86,0,0,0,90.2362477231622,125.63594360621215,,,0.6061293984108967,249691.0571939524,204817.9870545132,6262428.663521073,659738.6035269891,0,,,,,,,,,,,,,,15120
253,526,11877130.739543727,4.260456273764259,3.4961977186311786,193032,351232,2215212.0547249103,1160656.2792300212,73337660,0,2584974.885957102,1122328.2899753652,45,138,91,2,45,0,0,0,73.57378821389412,100.02967401399087,,,0.5893536121673004,221366.57682255117,157959.76797354,4381752.342025329,501017.266127564,0,,,,,,,,,,,,,,15180
254,466,14718022.32832618,5.2296137339055795,4.412017167381975,259819,388303,1779568.9298123843,1894061.8296206738,59936410,0,2371000.5222689384,1987077.5860040328,36,129,112,0,36,0,0,0,84.99570466640428,121.60744549425429,,,0.6094420600858369,476397.56060618674,201889.33534203316,5136439.515163756,331018.825752068,0,,,,,,,,,,,,,,15240
255,549,15491631.97449909,4.579234972677596,3.3205828779599273,182026,313101,2473800.0417158087,1911130.682019983,93200000,0,3282108.49530491,1267122.9521858613,74,199,90,4,74,0,0,0,57.74845142405738,80.62532852262422,,,0.46994535519125685,390397.2477645709,323800.596851593,6277671.701877611,386237.6268786247,0,,,,,,,,,,,,,,15300
256,403,14893479.034739453,5.620347394540943,4.600496277915632,245233,412549,1968406.5716586309,1460969.2946281678,59936480,0,2582268.820150924,1419464.7342132442,25,76,106,2,25,0,0,0,84.48372867593697,128.49323081965585,,,0.5210918114143921,567134.4737877216,125816.03640319784,4891698.115561847,366639.0715066101,0,,,,,,,,,,,,,,15360
257,388,12806098.06443299,4.556701030927835,3.195876288659794,122900,231694,1378607.0323110134,1832762.3605349383,62900000,0,2033775.033200679,850888.870270319,32,96,57,4,32,0,0,0,68.70969815207603,90.38703072023247,,,0.5309278350515464,491256.2535496707,482165.114692185,4826371.702745809,1170332.284304182,0,,,,,,,,,,,,,,15420
258,408,13128907.855392156,4.465686274509804,3.950980392156863,202065,443325,3194253.5526339044,1035676.1283145552,59936401,0,3603056.7254502354,1204667.4157544458,23,64,81,2,23,0,0,0,83.95602455398334,114.48174912741078,,,0.5980392156862745,119907.3818703112,57361.967395382504,5260415.566209076,192207.94513735507,0,,,,,,,,,,,,,,15480
259,359,22452899.442896936,6.8774373259052926,5.144846796657381,173666,555487,1991906.2070288633,1914431.858674457,64399043,0,2569356.409263601,1157152.5034222647,21,56,84,3,21,0,0,0,93.64163557885793,144.83006332613675,,,0.4596100278551532,777568.2453461693,231368.59546309174,6442101.147573225,585750.3934751878,0,,,,,,,,,,,,,,15540
260,268,9776736.791044775,5.447761194029851,4.399253731343284,180525,188166,2227547.5119467336,1259166.899920107,73107313,0,2633930.4329815046,1278258.2879471956,9,59,65,0,9,0,0,0,77.34406116545411,128.1572867387877,,32135.354667331245,0.34328358208955223,207156.07123303937,42183.38832170593,3599545.472626187,252025.5921576908,0,,,,,,,,,,,,,,15600
261,777,14568888.877734877,4.97039897039897,4.564993564993565,260126,1712662,1606582.8654422935,1284022.3307609656,59000000,0,2048526.8384264742,768701.0381220196,38,86,169,2,38,0,0,0,92.31372601583965,111.36189614844362,,114425.28400600163,0.61003861003861,224481.32544444667,216887.8317963425,5507121.502263372,98004.67837696437,0,,,,,,,,,,,,,,15660
262,351,12847154.726495726,6.250712250712251,5.361823361823362,235076,617851,3483283.5813984904,969701.7284870981,85800000,0,3893945.9042103873,1203488.816533157,14,58,104,0,14,0,0,0,101.4687076605057,144.6426220971399,,,0.3903133903133903,420626.7619513453,505190.3845894386,5010195.701895019,165262.53882672454,0,,,,,,,,,,,,,,15720
263,440,17103776.73636364,5.984090909090909,4.861363636363636,233530,603886,4156843.656197925,1337360.041789719,86623095,0,4602070.792936149,818963.2641553686,13,70,146,0,13,0,0,0,95.0660495001266,141.96852046618773,,,0.4954545454545455,538657.2579977826,56323.57996492957,7265396.922858844,220358.16514359522,0,,,,,,,,,,,,,,15780
264,336,19466630.23214286,6.160714285714286,3.982142857142857,202615,190399,10394967.517581383,676281.5356548408,86400000,0,10703025.345346944,1135948.587942512,41,117,89,4,41,0,0,0,65.94978906799614,111.56331361466043,26213.252601721757,41089.27892452915,0.24702380952380953,551615.7876286166,128173.83933091036,11555775.233236382,27870.825791559553,0,,,,,,,,,,,,,,15840
265,285,15591177.459649123,6.133333333333334,3.8526315789473684,178378,166055,10709690.041315047,961598.0872874688,86300000,0,10893847.60184256,224803.90410455025,12,95,96,0,12,0,0,0,78.62037939937053,127.84003775775332,,73626.1686655355,0.16140350877192983,243948.2116959063,227397.04661348337,11482784.924658868,258298.15135556067,0,,,,,,,,,,,,,,15900
266,286,20377161.230769232,7.580419580419581,4.741258741258742,180446,197840,11021838.146014044,967991.414920603,86331399,0,11371511.10770452,1339414.7497776274,27,87,102,0,27,0,0,0,81.74301975701607,138.6699509003766,,,0.16783216783216784,667149.2038965988,626335.1770236132,12617097.315851983,310480.99777416023,0,,,,,,,,,,,,,,15960
267,244,19617390.12704918,7.135245901639344,4.627049180327869,178692,192353,13714366.60426328,389566.0385849483,86300000,0,13809752.86115623,343043.3021030137,5,43,108,0,5,0,0,0,90.46617295821311,165.73996063062253,2766.5963455257042,7748.87341868851,0.16393442622950818,345496.50845286885,311845.08766267146,13914492.71977459,86453.68663804633,0,,,,,,,,,,,,,,16020
268,722,20828073.09141274,8.117728531855956,9.20775623268698,546307,5106272,3241189.229172891,1370016.616357689,86203456,0,3847314.9153037383,1313420.1802385792,32,92,241,0,32,0,0,0,141.80691256532907,164.36267026820732,,,0.6274238227146814,250662.23947148747,45779.63742121004,6671619.75718333,99670.9858651772,0,,,,,,,,,,,,,,16080
269,279,7189514.860215054,5.494623655913978,4.336917562724015,152051,235643,732170.2033003041,866394.6193501691,59070732,0,1076087.6496068002,622748.165284277,5,43,96,0,5,0,0,0,91.61163439369534,132.4084563189914,,,0.5268817204301075,84235.92871342094,7866.892270314317,2746873.6007578657,4811.033538910015,0,,,,,,,,,,,,,,16140
270,152,7244313.861842105,83.10526315789474,214.30263157894737,214821,140467,933436.2254594505,334420.77219556004,56323930,0,1192646.241394258,360544.0030940238,6,52,41,0,6,0,0,0,45.13582385223421,79.36954936744408,51359.921716395475,57078.913285956274,19.45394736842105,30434.626680556532,17181.31447955287,1606188.805873405,24992.59763609071,0,,,,,,,,,,,,,,16200
271,37,9476092.35135135,5.972972972972973,6.594594594594595,31835,33869,244753.43576361542,703196.4265487097,58606238,0,536321.8162802946,437225.3747813813,4,8,13,0,4,0,0,0,84.47777306018378,134.40027193756757,,51842.89499687483,0.7567567567567568,167754.3063063062,92181.6346676392,3297719.2132132133,20933.596322437974,0,,,,,,,,,,,,,,16260
272,36,27296141.138888888,9.555555555555555,9.86111111111111,23508,37480,5277302.717103324,676795.5298714536,56339624,0,5881421.789887481,1139350.972674585,5,7,15,0,5,0,0,0,82.91285107308889,151.7387640915,,37862.14932044488,0.75,98089.84764402358,62575.850036550415,5842454.125201179,91136.54537113343,0,,,,,,,,,,,,,,16320
273,52,5657026.846153846,4.480769230769231,4.403846153846154,21309,29359,413669.7038633736,1044888.4943874433,53759884,0,885300.9938175825,411805.70202905976,3,9,12,0,3,0,0,0,65.99561990025384,101.717862868425,1707.1900493592152,27231.99647606717,0.5192307692307693,10938.865384615385,35.57291037676923,2775554.4615384615,1954.3887503774558,0,,,,,,,,,,,,,,16380
274,83,16272344.060240963,6.506024096385542,7.759036144578313,39406,262913,485413.7142203767,732186.6015529181,58535598,0,1050529.4031364066,851481.2354050402,8,16,17,0,8,0,0,0,88.93946276679277,92.5542239870229,27938.841510835882,35099.03915428981,0.6867469879518072,61286.81773958173,77519.77190556517,2359672.239356821,49923.593668491936,0,,,,,,,,,,,,,,16440
275,116,14403018.637931034,4.560344827586207,5.5344827586206895,41400,250173,1876125.7071539864,1394674.6854884794,59100000,0,2504236.8691992345,695504.7334813547,6,14,37,0,6,0,0,0,101.11854760155603,132.02909612865517,,,0.8017241379310345,186681.58605016457,56478.467223680316,6012941.529466301,1480692.0811066965,0,,,,,,,,,,,,,,16500
276,159,21805534.57861635,34.39622641509434,20.132075471698112,6228713,241905,731363.5726090345,2072850.5551617832,58728450,0,1488335.6849183342,1474457.3777287647,6,22,46,0,6,0,0,0,89.16737424142956,122.52296612245408,,277765.1469467215,0.8113207547169812,402072.424173604,221148.30023150198,7321966.506532364,1096044.8318065873,0,,,,,,,,,,,,,,16560
277,62,10067903.193548387,72.2741935483871,38.66129032258065,5692231,45602,2110487.100450839,1769256.5965381993,56337974,0,2597259.5876470036,563458.8346432929,6,17,19,2,6,0,0,0,85.43004858755967,141.33489699649837,68450.98641715388,6472.47197852574,0.3870967741935484,49657.6754032258,39719.5111319357,5097525.401209678,6590.572101613681,0,,,,,,,,,,,,,,16620
278,76,30370262.67105263,6.802631578947368,5.973684210526316,38260,45773,5485241.198305386,7598116.198211737,77149872,0,6762275.199415833,812356.2169197229,27,44,13,0,27,0,0,0,56.95293490600922,90.82614342725263,114282.51449369384,10114.925982814488,0.5657894736842105,87761.44874552694,39956.163317875384,17040222.408238817,1352341.9973100557,0,,,,,,,,,,,,,,16680
279,105,8290351.933333334,3.8190476190476192,2.8285714285714287,25868,41594,323086.40313331987,779576.0797655918,58735987,0,618860.797262178,621144.1745875214,10,40,18,2,10,0,0,0,45.82409483982,61.85346552068285,,3291078.677739912,0.4380952380952381,20253.5030302684,12083.996663468208,2511675.5852813856,21096.320474545024,0,,,,,,,,,,,,,,16740
280,33,30951680.636363637,10.212121212121213,10.848484848484848,27966,33468,2587553.2743964335,1567199.2852437226,56321485,0,3727657.4257878894,1668322.599709936,9,11,9,0,9,0,0,0,83.05987352147878,132.35135896033333,638.505813563503,8164.570608964757,0.7272727272727273,141002.9696969697,158663.76443704937,5941511.800351176,158350.6981861242,0,,,,,,,,,,,,,,16800
281,45,6176669.444444444,4.266666666666667,3.7111111111111112,16665,20710,2592619.928395226,137321.14871456177,56326944,0,2698320.0523806345,163603.20277851852,0,10,12,0,0,0,0,0,53.88179987084667,92.85923138332001,12972.777217857963,46552.61001174084,0.4,0.0,0.0,2502485.8666666667,947.8373564574733,0,,,,,,,,,,,,,,16860
282,60,9929970.316666666,5.866666666666666,6.35,38628,52202,410330.3080798732,804743.5478747332,46230020,0,967698.1696372355,702397.1240645014,11,17,16,0,11,0,0,0,81.05133255446334,128.594310388835,,67865.85171900032,0.7333333333333333,62097.58194444449,98360.86218589883,2084475.038888889,93185.26877599227,0,,,,,,,,,,,,,,16920
283,16,2451776.875,5.625,6.625,11728,16310,163078.5645399918,208330.47769426604,1479755,3,380639.875,260618.4023779762,2,2,8,0,2,0,0,0,110.0955409340875,194.40577034989377,784.8120156541063,42678.559815097615,0.75,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,16980
284,38,13021271.684210526,4.684210526315789,4.2105263157894735,13568,15490,3179447.021363125,330493.91354002466,56324496,0,3410217.0739384713,407921.0224339598,2,8,6,0,2,0,0,0,47.26433588004474,70.99780149127895,6936.1246510894,27570.62639370497,0.47368421052631576,31651.679825438605,78807.99152706157,3454453.7587807016,87772.09092079595,0,,,,,,,,,,,,,,17040
285,42,16935036.95238095,5.095238095238095,5.571428571428571,16922,35566,598036.7379763578,1678611.4713424412,58742759,0,1482290.7455131896,1072116.314366402,2,6,10,0,2,0,0,0,67.56770400623095,97.54342948171191,3672.2010873179997,27495.713148693416,0.6666666666666666,79701.2034632684,62085.06962779222,5783669.598484848,144379.8683900192,0,,,,,,,,,,,,,,17100
286,26,10725905.307692308,6.6923076923076925,7.076923076923077,17914,22250,304714.03565674816,528063.4027267513,10200000,1,661999.9885380951,574444.0619829062,4,6,6,0,4,0,0,0,81.87439866778845,141.73810338978078,3228.1872072045194,1321.4758715033845,0.6153846153846154,61600.132868181805,107972.22347218424,745965.7272902096,91785.88351966423,0,,,,,,,,,,,,,,17160
287,44,10338253.545454545,4.318181818181818,4.2727272727272725,16614,23922,2809678.1323898113,687749.4815391741,56340971,0,3251340.6416402603,407366.8429373738,4,12,10,0,4,0,0,0,58.20975647125227,92.53492308537045,,58453.78014931422,0.45454545454545453,7364.318181818182,115.12984045932272,4619132.4772727275,14405.179346802533,0,,,,,,,,,,,,,,17220
288,32,6156700.875,4.625,4.3125,13000,15476,213302.37938501232,356689.12724278355,10200000,0,456537.78299305565,427794.1569306596,2,6,6,0,2,0,0,0,59.37463309514375,84.39328580140625,7670.647826267315,31720.10921526318,0.5625,58370.5546875,92255.92800462095,599073.9296875,79169.55236651469,0,,,,,,,,,,,,,,17280
289,108,5781906.092592592,4.074074074074074,4.2407407407407405,30610,129846,313880.0378510962,1186595.0828457824,58825330,0,563202.8773358014,631420.6030956947,6,14,30,0,6,0,0,0,96.37461323267316,138.65137520662316,40718.18104889201,756947.1195947654,0.7777777777777778,79717.53703703704,0.0,4921802.694444444,0.0,0,,,,,,,,,,,,,,17340
290,26,450547.07692307694,83.3076923076923,237.15384615384616,13580,20426,15822.085933614006,37445.17097290511,1258602,0,45369.87193858013,20661.75912604994,0,10,6,4,0,0,0,0,28.13107472058846,57.42772572082693,,24211.037350788596,14.153846153846153,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,17400
441,5,118415381.4,75.4,0.0,0,0,1595149.410757168,1830072.617338568,13949790,110073,1595149.410757168,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.63686082638,0.0,0.0,35687081.06666666,28242963.86325068,9964528.9,1813926.287232152,0,,,,,,,,,,,,,,26460
442,5350,18655013.993271027,6.055140186915888,6.558317757009346,1805338,22538828,925533.735652586,1499314.7418240565,119455389,0,1519074.3325508432,1272093.8053437986,170,758,1577,17,170,0,0,0,110.46714746547602,143.81335232969158,,,0.734392523364486,273724.7152030807,136879.34493023387,5501884.602987067,96273.72646728334,0,,,,,,,,,,,,,,26520
443,810,7523679.083950617,3.411111111111111,2.6419753086419755,191308,487179,1016787.9362135383,1514931.14729084,80600000,0,1862249.199006579,1849116.9902732943,4,309,144,18,4,0,0,0,66.3750882848763,88.9615652677074,,75555.70875451309,0.6567901234567901,238514.58950629632,217242.97766560098,3204817.2773841377,233219.0489874762,0,,,,,,,,,,,,,,26580
444,984,9324462.163617887,4.192073170731708,2.283536585365854,189965,466881,1134021.0793994276,1554991.697508081,65529580,0,1745307.811690211,1359919.7085246257,51,576,144,0,51,0,0,0,49.01676431828607,71.86342339723353,,109436.93364499684,0.5477642276422764,976423.9158608534,478018.60530442774,3683119.517478648,119961.7883650814,0,,,,,,,,,,,,,,26640
445,1249,3898766.601281025,2.745396317053643,1.4915932746196958,182045,409416,794128.7383493918,956451.7208793381,75580438,0,1509892.7488157924,1263885.8020278537,299,697,130,22,299,0,0,0,47.4869671655976,56.26022313428006,,,0.49639711769415534,120623.36395173642,83794.63609533745,2052842.7994758717,63730.77380875315,0,,,,,,,,,,,,,,26700
446,1085,15151473.14562212,5.635023041474654,5.7778801843317975,340448,4229669,886939.7857083118,1450085.3433779245,110000000,0,1350189.3665711605,1033325.3774572506,26,127,230,0,26,0,0,0,94.01829643052378,111.5646872985539,,,0.7428571428571429,1096532.3894553296,349220.2087944572,4309716.484830302,296353.42408677214,0,,,,,,,,,,,,,,26760
447,1696,11730764.480542453,3.932193396226415,3.875,378115,2987854,854304.2134366985,1475827.062250999,69211996,0,1777353.157281135,1583703.2761157206,32,227,375,2,32,0,0,0,79.87064092089688,94.66117928212884,,178250.23664575344,0.7659198113207547,111906.62748039387,22531.764817591014,3644291.56568105,43873.58490299439,0,,,,,,,,,,,,,,26820
448,627,17959092.751196172,7.0669856459330145,4.637958532695375,249592,1190418,1078104.4247251824,1747218.715050824,61030371,0,1457747.4575317837,1232659.0473728522,26,202,175,1,26,0,0,0,96.26015357307624,142.03845180970686,,,0.6012759170653907,1495573.2134600305,815809.6007273739,5579803.92878319,370429.4603436676,0,,,,,,,,,,,,,,26880
449,608,9087048.481907895,3.8996710526315788,2.960526315789474,207808,489768,1625012.196893229,2436977.9295116174,64154642,0,3385694.9285622854,3062635.8172681155,59,295,137,10,59,0,0,0,73.09173971127994,106.49775208678668,,,0.5296052631578947,141517.50424639654,72733.5320103601,5688690.713150419,121893.44293984996,0,,,,,,,,,,,,,,26940
450,743,12847534.952893674,5.500672947510094,3.838492597577389,236224,1498031,895408.7134189632,1372271.5873271648,85000000,0,1434685.804777222,1389175.027754787,63,230,134,11,63,0,0,0,73.82230133124617,91.75501122416756,,,0.5720053835800808,1094637.6219910986,823649.6830955643,3970924.9916823804,321957.1122390776,0,,,,,,,,,,,,,,27000
451,1552,12868772.226804124,47.345360824742265,166.98904639175257,746488,366920423,964584.0338141961,1718173.706181763,82339129,0,1959139.0081282477,1786840.926805774,65,236,375,3,65,0,0,0,110.03661427527403,126.72852040660355,,,0.8086340206185567,95632.2547809473,50249.08618255343,5463791.987369526,418152.96393904573,0,,,,,,,,,,,,,,27060
452,810,17871209.17530864,88.57777777777778,189.99753086419753,310667,218027498,980337.8584090638,2085704.849253834,109811388,0,1542525.9222586937,1157963.1552061767,69,208,258,10,69,0,0,0,126.21836361974863,165.8201626427352,,,0.5753086419753086,948940.0422729381,317529.7821605743,5344687.586773823,535231.5402265023,0,,,,,,,,,,,,,,27120
453,1008,17278466.29761905,31.901785714285715,85.3422619047619,1540325,118551999,934463.2769987404,1854641.6614568797,97700000,0,1515320.4112917446,1077494.5031372947,49,280,252,3,49,0,0,0,100.37351415501726,126.04931939634682,,,0.6765873015873016,629817.1152923509,211278.33529694218,5691597.403641225,265407.8052027722,0,,,,,,,,,,,,,,27180
454,1305,15282322.502681993,4.880459770114943,4.454406130268199,446587,2632754,1161088.3462837248,1861531.7030336403,86935013,0,1628701.9087829662,1310067.4573043864,112,367,308,8,112,0,0,0,88.87943359872774,120.55566879162521,,,0.6406130268199234,286177.17013502895,179049.34477042552,5843933.329009988,462585.3393680961,0,,,,,,,,,,,,,,27240
455,732,12629651.846994536,5.834699453551913,5.352459016393443,234497,2584605,1198172.1604924726,1102686.9877623804,73601816,0,1415473.3968924272,663096.269031316,52,250,128,8,52,0,0,0,72.00512799016434,95.27651432392283,,,0.6407103825136612,797906.8719632269,484005.6493235146,4031219.2925391034,408884.83629793726,0,,,,,,,,,,,,,,27300
456,1788,16863309.011744965,5.745525727069351,6.017897091722595,739507,5769759,658458.9330313904,1536055.4164031364,59732357,0,1124856.1020739332,1019442.7442713724,90,390,527,8,90,0,0,0,105.12457066283127,143.15458160936006,,,0.6879194630872483,245354.88888447714,79777.57363175876,5330157.170983026,234484.22256055992,0,,,,,,,,,,,,,,27360
457,1343,15792939.85927029,5.209977661950856,4.475800446760982,384469,2929776,1083303.3531035653,1452562.9520857504,109780919,0,1535500.800214987,969885.2079772608,89,391,308,13,89,0,0,0,89.8706527354146,119.38805620926217,,,0.5964259121370067,571816.3486209197,219813.27418429067,5290626.078962704,209569.1897528291,0,,,,,,,,,,,,,,27420
458,889,11789695.721034871,5.7109111361079865,5.901012373453319,361971,3599913,920118.0835204194,1404496.7265944297,59922030,0,1258520.9171750972,959391.4123205303,47,340,165,10,47,0,0,0,72.34198967676603,100.42237170904916,,398906.7908024797,0.5838020247469067,253889.05411844526,187829.35552188195,4598930.6010761075,469023.82367005537,0,,,,,,,,,,,,,,27480
459,926,10331858.435205184,4.6781857451403885,2.970842332613391,274956,740627,846131.8369643543,1326087.3640235804,108312139,0,1249561.1439026035,1067360.840706055,165,434,166,11,165,0,0,0,69.31072929799612,97.23580467986264,,,0.541036717062635,767120.9332612882,388709.05094789766,3660240.5929765296,144485.06206735002,0,,,,,,,,,,,,,,27540
460,876,17702631.514840182,11.398401826484019,18.366438356164384,442006,18461271,1546234.3381036948,1545144.2142783983,60703388,0,2023833.9903487542,1141066.883142591,63,270,227,3,63,0,0,0,107.44260658480307,137.61939391332328,,74435.51902061362,0.6015981735159818,90863.25651735852,47603.164929653874,5185477.090048015,231242.2657952389,0,,,,,,,,,,,,,,27600
461,781,16707938.417413572,6.387964148527529,5.47887323943662,293831,2386290,985583.1146347158,1490067.6103649249,59900000,0,1421613.9591243786,1217540.5249973142,45,201,219,5,45,0,0,0,86.21737263354775,119.17556302841831,,,0.6261203585147247,780393.5724264869,645044.4272591049,4961650.072867271,337335.9098191701,0,,,,,,,,,,,,,,27660
462,511,10467732.583170254,4.540117416829745,3.681017612524462,200375,489458,980637.0821261775,1246529.741447098,118000000,0,1240711.9985922417,940797.1782938773,32,203,114,6,32,0,0,0,79.86154646141019,115.35215252110586,32236.129618224535,122299.36590860668,0.5205479452054794,254202.55359711935,213538.30053994947,4076870.7931876555,108424.1220410479,0,,,,,,,,,,,,,,27720
463,934,17500181.843683083,6.690578158458244,8.88865096359743,508739,7406301,1320266.7310156727,1439498.8635493263,60700000,0,1729928.385384971,1057418.4934101247,55,243,239,3,55,0,0,0,114.05453449268768,135.0354938091923,,,0.6937901498929336,578551.8886671751,494914.86737704265,5275284.521577404,272245.71909396746,0,,,,,,,,,,,,,,27780
464,523,11828970.619502869,5.458891013384322,4.5659655831739965,242188,917357,840086.1274537701,1099866.0389744255,58900000,0,1067136.1694193715,668476.6771552728,42,178,135,5,42,0,0,0,88.85993097630899,127.27274070110477,,,0.5544933078393881,655902.5245958666,256577.6208129685,3466236.301380671,139695.0272564558,0,,,,,,,,,,,,,,27840
