Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,02/03/2018 08:51:23,117146323,16,17,1006,5801,363,0,62.875,101.6843974,1430,0,341.2352941,517.4355672,58.1068174,0.281698983,3660822.594,1.43E+07,5.84E+07,1,1.17E+08,7809754.867,2.05E+07,5.85E+07,29,1.17E+08,7311802.188,1.99E+07,5.85E+07,1,0,0,0,0,332,352,0.136581325,0.145117658,0,1430,200.2058824,393.8499006,155117.7442,0,0,1,1,0,0,0,1,1,206.2727273,62.875,341.2352941,0,0,0,0,0,0,16,1006,17,5801,8192,180,8,20,302720.5,207424.8245,449392,156049,5.82E+07,340535.5548,5.84E+07,5.80E+07,Benign
443,6,02/03/2018 08:54:14,389,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,197943.4447,7712.082262,194.5,251.0229073,372,17,389,194.5,251.0229073,372,17,0,0,0,0,0,1,0,0,0,60,0,7712.082262,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,251,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:54:14,603,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,127694.859,4975.124378,301.5,406.5863992,589,14,603,301.5,406.5863992,589,14,0,0,0,0,0,1,0,0,0,60,0,4975.124378,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:54:14,817,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,94247.24602,3671.970624,408.5,559.3214639,804,13,817,408.5,559.3214639,804,13,0,0,0,0,0,1,0,0,0,60,0,3671.970624,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:54:14,918,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,83877.99564,3267.973856,459,630.7392488,905,13,918,459,630.7392488,905,13,0,0,0,0,0,1,0,0,0,60,0,3267.973856,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
49747,6,02/03/2018 08:54:14,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,176,-1,0,20,0,0,0,0,0,0,0,0,Benign
49743,6,02/03/2018 08:54:14,109,2,1,31,0,31,0,15.5,21.92031022,0,0,0,0,284403.6697,27522.93578,54.5,58.68986284,96,13,109,109,0,109,109,0,0,0,0,0,1,0,0,0,40,20,18348.62385,9174.311927,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0,0,0,0,0,0,0,2,31,1,0,143,0,0,20,0,0,0,0,0,0,0,0,Benign
49749,6,02/03/2018 08:54:14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,40,0,142857.1429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,187,-1,0,20,0,0,0,0,0,0,0,0,Benign
49744,6,02/03/2018 08:54:15,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:51:24,117168365,15,12,1576,3648,942,0,105.0666667,239.7756292,1430,0,304,533.5450905,44.58541348,0.230437627,4506475.577,1.58E+07,5.85E+07,1,1.17E+08,8369168.929,2.11E+07,5.86E+07,27,1.17E+08,1.06E+07,2.36E+07,5.86E+07,1,0,0,0,0,312,252,0.128020904,0.102416723,0,1430,186.5714286,396.1011308,156896.1058,0,0,1,1,0,0,0,1,0,193.4814815,105.0666667,304,0,0,0,0,0,0,15,1576,12,3648,8192,183,8,20,286260,184000.4982,416368,156152,5.82E+07,379455.4191,5.85E+07,5.80E+07,Benign
443,6,02/03/2018 08:51:24,118059206,48,72,2965,74738,857,0,61.77083333,173.8286316,1430,0,1038.027778,619.7306996,658.1697661,1.016439159,992094.1681,7531461.857,5.88E+07,1,1.18E+08,2511898,1.19E+07,5.89E+07,25,1.18E+08,1660610.225,9742321.896,5.88E+07,1,0,0,0,0,972,1452,0.406575663,0.609863495,0,1430,642.1735537,686.4966943,471277.7113,0,0,1,1,0,0,0,1,1,647.525,61.77083333,1038.027778,0,0,0,0,0,0,48,2965,72,74738,8192,196,16,20,599149.5,626565.1975,1042198,156101,5.84E+07,566846.4943,5.88E+07,5.80E+07,Benign
443,6,02/03/2018 08:54:15,216,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,356481.4815,13888.88889,108,128.6934342,199,17,216,108,128.6934342,199,17,0,0,0,0,0,1,0,0,0,60,0,13888.88889,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:54:15,457,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,168490.1532,6564.551422,228.5,300.520382,441,16,457,228.5,300.520382,441,16,0,0,0,0,0,1,0,0,0,60,0,6564.551422,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,255,-1,1,20,0,0,0,0,0,0,0,0,Benign
49753,6,02/03/2018 08:54:16,30,2,0,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,30,30,0,30,30,0,0,0,0,0,0,0,0,0,40,0,66666.66667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,196,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:51:23,119640093,54,93,7630,43037,950,0,141.2962963,251.4304457,1430,0,462.7634409,618.8043941,423.4951573,1.228685103,819452.6918,6762092.902,5.80E+07,0,1.20E+08,2257360.245,1.12E+07,5.82E+07,63,1.19E+08,1298740.141,8518153.366,5.81E+07,0,0,0,0,0,1092,1872,0.451353711,0.777331392,0,1430,342.3445946,535.9683171,287262.0369,0,0,1,1,0,0,0,1,1,344.6734694,141.2962963,462.7634409,0,0,0,0,0,0,54,7630,93,43037,8192,405,25,20,1744133,2245858.818,3332195,156071,5.80E+07,65425.76204,5.80E+07,5.80E+07,Benign
443,6,02/03/2018 08:54:16,196,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,392857.1429,15306.12245,98,113.137085,178,18,196,98,113.137085,178,18,0,0,0,0,0,1,0,0,0,60,0,15306.12245,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,257,-1,1,20,0,0,0,0,0,0,0,0,Benign
49737,6,02/03/2018 08:54:17,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,405,-1,0,20,0,0,0,0,0,0,0,0,Benign
49737,6,02/03/2018 08:54:17,316687,2,0,0,0,0,0,0,0,0,0,0,0,0,6.31538396,316687,0,316687,316687,316687,316687,0,316687,316687,0,0,0,0,0,0,0,0,0,40,0,6.31538396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,405,-1,0,20,0,0,0,0,0,0,0,0,Benign
123,17,02/03/2018 08:52:38,64032522,2,2,96,96,48,48,48,0,48,48,48,0,2.998476306,0.062468256,2.13E+07,3.69E+07,6.40E+07,18799,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,16,16,0.031234128,0.031234128,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,8,18799,0,18799,18799,6.40E+07,0,6.40E+07,6.40E+07,Benign
445,6,02/03/2018 08:55:02,111100,3,1,0,0,0,0,0,0,0,0,0,0,0,36.00360036,37033.33333,62155.27888,108793,62,111100,55550,75384.65394,108855,2245,0,0,0,0,0,0,0,0,0,72,32,27.00270027,9.00090009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
53,17,02/03/2018 08:51:22,407,1,1,44,76,44,44,44,0,76,76,76,0,294840.2948,4914.004914,407,0,407,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2457.002457,2457.002457,44,76,54.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,82,44,76,0,0,0,0,0,0,1,44,1,76,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:14,55658,3,1,0,0,0,0,0,0,0,0,0,0,0,71.86747637,18552.66667,19818.59966,39443,16,55658,27829,16424.67631,39443,16215,0,0,0,0,0,0,0,0,0,72,32,53.90060728,17.96686909,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,29200,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:14,76124,9,8,557,5264,206,0,61.88888889,88.34371008,1460,0,658,687.9225455,76467.34276,223.3198466,4757.75,7223.375744,20857,1,76124,9515.5,8542.194833,20857,16,58936,8419.428571,14520.72573,37509,1,0,0,0,0,192,172,118.2281541,105.0916925,0,1460,323.3888889,541.828944,293578.6046,0,0,1,1,0,0,0,1,0,342.4117647,61.88888889,658,0,0,0,0,0,0,9,557,8,5264,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:14,77608,9,8,557,5264,206,0,61.88888889,88.34371008,1460,0,658,687.9225455,75005.15411,219.0495825,4850.5,7589.976451,23689,0,77608,9701,9358.702871,23689,16,61235,8747.857143,15244.16187,40316,0,0,0,0,0,192,172,115.967426,103.0821565,0,1460,323.3888889,541.828944,293578.6046,0,0,1,1,0,0,0,1,0,342.4117647,61.88888889,658,0,0,0,0,0,0,9,557,8,5264,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:14,83719,9,8,557,5264,206,0,61.88888889,88.34371008,1460,0,658,687.9225455,69530.21417,203.0602372,5232.4375,9356.352501,31079,1,83719,10464.875,11812.48022,31079,16,67309,9615.571429,17877.20524,47843,1,0,0,0,0,192,172,107.5024785,95.55775869,0,1460,323.3888889,541.828944,293578.6046,0,0,1,1,0,0,0,1,0,342.4117647,61.88888889,658,0,0,0,0,0,0,9,557,8,5264,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:14,87961,9,8,557,5264,206,0,61.88888889,88.34371008,1460,0,658,687.9225455,66177.05574,193.2674708,5497.5625,9931.398834,34874,1,87961,10995.125,12482.92417,34874,17,71110,10158.57143,19260.53358,51627,1,0,0,0,0,192,172,102.3180728,90.94939803,0,1460,323.3888889,541.828944,293578.6046,0,0,1,1,0,0,0,1,0,342.4117647,61.88888889,658,0,0,0,0,0,0,9,557,8,5264,8192,119,4,20,0,0,0,0,0,0,0,0,Benign
49793,6,02/03/2018 08:55:14,5285,2,1,38,0,38,0,19,26.87005769,0,0,0,0,7190.160833,567.6442763,2642.5,3724.331417,5276,9,5285,5285,0,5285,5285,0,0,0,0,0,1,0,0,0,40,20,378.4295175,189.2147588,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,Benign
49794,6,02/03/2018 08:55:14,8539,2,1,38,0,38,0,19,26.87005769,0,0,0,0,4450.169809,351.3291955,4269.5,6006.872106,8517,22,8539,8539,0,8539,8539,0,0,0,0,0,1,0,0,0,40,20,234.2194636,117.1097318,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 08:55:14,59794,3,4,437,860,437,0,145.6666667,252.3020676,860,0,215,430,21691.13958,117.0686022,9965.666667,11391.25209,23181,0,36251,18125.5,7132.586102,23169,13082,36641,12213.66667,20841.97597,36279,0,0,0,0,0,72,92,50.17225809,66.89634411,0,860,162.125,320.7787121,102898.9821,0,0,1,1,0,0,0,1,1,185.2857143,145.6666667,215,0,0,0,0,0,0,3,437,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 08:55:14,160,2,0,0,0,0,0,0,0,0,0,0,0,0,12500,160,0,160,160,160,160,0,160,160,0,0,0,0,0,0,0,0,0,40,0,12500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 08:55:16,48255,3,4,438,860,438,0,146,252.8794179,860,0,215,430,26898.76697,145.0626878,8042.5,12299.83196,23954,0,24097,12048.5,16858.13277,23969,128,24301,8100.333333,13797.02252,24031,0,0,0,0,0,72,92,62.16972334,82.89296446,0,860,162.25,320.9012977,102977.6429,0,0,1,1,0,0,0,1,1,185.4285714,146,215,0,0,0,0,0,0,3,438,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,Benign
80,6,02/03/2018 08:55:16,5386,2,0,0,0,0,0,0,0,0,0,0,0,0,371.3330858,5386,0,5386,5386,5386,5386,0,5386,5386,0,0,0,0,0,0,0,0,0,40,0,371.3330858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:16,157874,9,13,533,5084,192,0,59.22222222,82.11847809,1460,0,391.0769231,615.8364855,35579.00604,139.3516348,7517.809524,16870.13445,61910,1,95962,11995.25,17641.47879,53673,59,146300,12191.66667,21680.91126,62351,1,0,0,0,0,192,272,57.00748698,82.34414786,0,1460,244.2173913,488.6453405,238774.2688,0,0,1,1,0,0,0,1,1,255.3181818,59.22222222,391.0769231,0,0,0,0,0,0,9,533,13,5084,8192,31,4,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:16,165,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,278787.8788,18181.81818,82.5,4.949747468,86,79,165,82.5,4.949747468,86,79,0,0,0,0,0,0,0,0,0,60,0,18181.81818,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,0,0,0,0,0,0,3,46,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:17,265778,9,8,547,5310,196,0,60.77777778,86.34491557,1460,0,663.75,687.149547,22037.18893,63.96315722,16611.125,31910.49843,85289,1,265778,33222.25,39859.79357,86810,19,180206,25743.71429,43518.77214,93191,1,0,0,0,0,192,172,33.86284794,30.10030928,0,1460,325.3888889,543.2375863,295107.0752,0,0,1,1,0,0,0,1,0,344.5294118,60.77777778,663.75,0,0,0,0,0,0,9,547,8,5310,8192,110,4,20,0,0,0,0,0,0,0,0,Benign
49814,6,02/03/2018 08:55:17,16364,2,1,38,0,38,0,19,26.87005769,0,0,0,0,2322.170618,183.3292593,8182,11534.32581,16338,26,16364,16364,0,16364,16364,0,0,0,0,0,1,0,0,0,40,20,122.2195062,61.10975312,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,114,0,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:17,52687,9,7,511,4422,194,0,56.77777778,83.27781484,1460,0,631.7142857,698.6133204,93628.40929,303.6802247,3512.466667,4979.685961,13331,1,52687,6585.875,5998.336137,13331,21,39902,6650.333333,10037.88365,25073,1,0,0,0,0,192,152,170.8201264,132.8600983,0,1460,290.1764706,522.9040585,273428.6544,0,0,1,1,0,0,0,1,0,308.3125,56.77777778,631.7142857,0,0,0,0,0,0,9,511,7,4422,8192,62,4,20,0,0,0,0,0,0,0,0,Benign
49820,6,02/03/2018 08:55:17,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,3.10E+07,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,62,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:19,54167,6,10,665,5508,363,0,110.8333333,148.5899279,1460,0,550.8,665.0927755,113962.3756,295.3827976,3611.133333,5407.193289,15909,0,42596,8519.2,6771.997098,15909,206,42921,4769,9385.26225,27776,0,0,0,0,0,132,212,110.7685491,184.6142485,0,1460,363.1176471,556.636987,309844.7353,0,0,1,1,0,0,0,1,1,385.8125,110.8333333,550.8,0,0,0,0,0,0,6,665,10,5508,8192,62,3,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:19,203,2,0,0,0,0,0,0,0,0,0,0,0,0,9852.216749,203,0,203,203,203,203,0,203,203,0,0,0,0,0,0,0,0,0,40,0,9852.216749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,252,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:19,75350,5,7,931,1277,517,0,186.2,238.9073042,1086,0,182.4285714,402.6983392,29303.25149,159.2568016,6850,12337.19364,40832,0,63862,15965.5,24636.37778,52112,198,64206,10701,20880.44122,52337,0,0,0,0,0,112,152,66.35700066,92.89980093,0,1086,169.8461538,320.4938497,102716.3077,0,0,1,1,0,0,0,1,1,184,186.2,182.4285714,0,0,0,0,0,0,5,931,7,1277,8192,62,3,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:19,875,2,0,0,0,0,0,0,0,0,0,0,0,0,2285.714286,875,0,875,875,875,875,0,875,875,0,0,0,0,0,0,0,0,0,40,0,2285.714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:16,5763348,6,4,599,152,517,0,99.83333333,205.4511296,152,0,38,76,130.306204,1.735102583,640372,1882455.851,5659974,16,5763348,1152669.6,2553323.25,5720153,26,82386,27462,30343.63869,60457,755,0,0,0,0,132,92,1.04106155,0.694041033,0,517,68.27272727,155.7825991,24268.21818,0,0,1,1,0,0,0,1,0,75.1,99.83333333,38,0,0,0,0,0,0,6,599,4,152,8192,946,3,20,103348,0,103348,103348,5659974,0,5659974,5659974,Benign
443,6,02/03/2018 08:55:16,5699529,8,6,353,3854,196,0,44.125,75.28695106,1460,0,642.3333333,679.8804797,738.1311684,2.456343322,438425.3077,1526164.395,5517362,1,5699529,814218.4286,2074148.989,5517362,14,84210,16842,22881.54675,44734,1,0,0,0,0,172,132,1.403624756,1.052718567,0,1460,280.4666667,511.4454121,261576.4095,0,0,1,1,0,0,0,1,0,300.5,44.125,642.3333333,0,0,0,0,0,0,8,353,6,3854,8192,946,3,20,182153,0,182153,182153,5517362,0,5517362,5517362,Benign
49810,6,02/03/2018 08:55:22,645,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,48062.0155,4651.162791,322.5,454.6696603,644,1,645,322.5,454.6696603,644,1,0,0,0,0,0,0,0,0,0,60,0,4651.162791,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,946,-1,1,20,0,0,0,0,0,0,0,0,Benign
49811,6,02/03/2018 08:55:22,0,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:18,6244023,10,12,645,3485,321,0,64.5,113.7826876,1432,0,290.4166667,476.4526989,661.4325412,3.523369469,297334.4286,1347393.075,6177786,0,6244023,693780.3333,2056566.599,6177930,276,6232256,566568.7273,1861055.132,6177803,0,0,0,0,0,212,252,1.601531577,1.921837892,0,1432,179.5652174,364.672808,132986.2569,0,0,1,1,0,0,0,1,1,187.7272727,64.5,290.4166667,0,0,0,0,0,0,10,645,12,3485,8192,66,3,20,66093,0,66093,66093,6177786,0,6177786,6177786,Benign
443,6,02/03/2018 08:53:25,117133090,7,7,290,334,152,0,41.42857143,53.90997787,118,0,47.71428571,41.67219011,5.327273446,0.119522161,9010237.692,2.19E+07,5.86E+07,1,1.17E+08,1.95E+07,3.01E+07,5.86E+07,237,1.17E+08,1.95E+07,3.02E+07,5.87E+07,1,1,0,0,0,140,140,0.05976108,0.05976108,0,152,51.73333333,52.62192192,2769.066667,0,1,0,0,1,0,0,0,1,55.42857143,41.42857143,47.71428571,0,0,0,0,0,0,7,290,7,334,256,256,3,20,194827,54799.36133,233576,156078,5.83E+07,401087.9369,5.86E+07,5.80E+07,Benign
445,6,02/03/2018 08:55:42,202447,3,1,0,0,0,0,0,0,0,0,0,0,0,19.75825772,67482.33333,116612.6773,202135,51,202447,101223.5,142782.5368,202186,261,0,0,0,0,0,0,0,0,0,72,32,14.81869329,4.939564429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
0,0,02/03/2018 08:53:44,112634921,57,0,0,0,0,0,0,0,0,0,0,0,0,0.50605975,2011337.875,3016012.371,1.82E+07,475902,1.13E+08,2011337.875,3016012.371,1.82E+07,475902,0,0,0,0,0,0,0,0,0,0,0,0.50605975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,-1,-1,0,0,3.73E+07,3.73E+07,6.36E+07,1.09E+07,1.27E+07,6107626.487,1.82E+07,6125171,Benign
443,6,02/03/2018 08:55:18,60291309,13,15,1383,4533,1063,0,106.3846154,293.6041946,1460,0,302.2,525.6623305,98.12359523,0.464411877,2233011.444,4148022.928,1.00E+07,0,5.11E+07,4262404.25,5109667.368,1.01E+07,172,6.02E+07,4301628.929,5048643.372,1.01E+07,0,0,0,0,0,272,372,0.2156198,0.248792077,0,1460,204,431.4871294,186181.1429,0,0,1,1,0,0,0,1,1,211.2857143,106.3846154,302.2,0,0,0,0,0,0,13,1383,15,4533,8192,191,8,20,234867.6,371974.6047,900276,68486,9994902.6,32234.95195,1.00E+07,9937239,Benign
443,6,02/03/2018 08:56:18,150,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,206666.6667,20000,75,79.19595949,131,19,150,75,79.19595949,131,19,0,0,0,0,0,0,0,0,0,60,0,20000,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
443,6,02/03/2018 08:55:16,84556908,12,15,581,5130,194,0,48.41666667,74.02144448,1460,0,342,584.7432892,67.54031261,0.319311581,3252188.769,1.24E+07,5.87E+07,1,8.46E+07,7686990.091,1.86E+07,5.87E+07,156,8.45E+07,6038943.429,1.66E+07,5.87E+07,1,0,0,0,0,252,312,0.141916258,0.177395323,0,1460,203.9642857,449.8957478,202406.1839,0,0,1,1,0,0,0,1,1,211.5185185,48.41666667,342,0,0,0,0,0,0,12,581,15,5130,8192,31,5,20,94414,24635.60026,111834,76994,4.22E+07,2.34E+07,5.87E+07,2.57E+07,Benign
443,6,02/03/2018 08:56:41,227,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,202643.1718,13215.85903,113.5,24.74873734,131,96,227,113.5,24.74873734,131,96,0,0,0,0,0,0,0,0,0,60,0,13215.85903,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,0,0,0,0,0,0,3,46,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
445,6,02/03/2018 08:56:43,277886,3,1,0,0,0,0,0,0,0,0,0,0,0,14.39439194,92628.66667,159130.5787,276375,45,277886,138943,194421.8379,276420,1466,0,0,0,0,0,0,0,0,0,72,32,10.79579396,3.598597986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
123,17,02/03/2018 08:54:46,64037844,2,2,96,96,48,48,48,0,48,48,48,0,2.998227111,0.062463065,2.13E+07,3.69E+07,6.40E+07,18860,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,16,16,0.031231532,0.031231532,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,8,18860,0,18860,18860,6.40E+07,0,6.40E+07,6.40E+07,Benign
